ORF code	Gene name	dN	dS	dN/dS
YDR197W	CBS2	0.072	0.454	0.158
YBL019W	APN2	0.072	0.303	0.237
YGR166W	KRE11	0.072	0.336	0.214
YOR001W	RRP6	0.072	0.392	0.183
YNR069C	BSC5	0.072	0.284	0.253
YJL076W	NET1	0.072	0.414	0.174
YER096W	SHC1	0.072	0.361	0.200
YHR195W	NVJ1	0.072	0.347	0.208
YPL067C		0.072	0.305	0.236
YPL041C		0.072	0.244	0.295
YMR198W	CIK1	0.072	0.287	0.251
YCR003W	MRPL32	0.072	0.258	0.280
YDR490C	PKH1	0.072	0.389	0.185
YDR473C	PRP3	0.072	0.390	0.186
YGL089C	MF(ALPHA)2	0.072	0.239	0.303
YKL090W	CUE2	0.072	0.279	0.259
YDR219C	MFB1	0.072	0.369	0.196
YGL175C	SAE2	0.072	0.285	0.254
YBL060W	YEL1	0.072	0.332	0.218
YAL028W	FRT2	0.073	0.360	0.201
YNL221C	POP1	0.073	0.407	0.178
YJR134C	SGM1	0.073	0.383	0.190
YBR055C	PRP6	0.073	0.429	0.170
YLL054C		0.073	0.337	0.216
YDL154W	MSH5	0.073	0.493	0.148
YJL126W	NIT2	0.073	0.303	0.242
YHL027W	RIM101	0.073	0.366	0.200
YGR003W	CUL3	0.073	0.398	0.184
YDR438W	THI74	0.073	0.269	0.273
YMR259C		0.073	0.314	0.233
YLR263W	RED1	0.073	0.368	0.199
YPR193C	HPA2	0.073	0.208	0.352
YDL179W	PCL9	0.073	0.337	0.218
YKL048C	ELM1	0.073	0.383	0.192
YER173W	RAD24	0.074	0.373	0.197
YCL027W	FUS1	0.074	0.318	0.231
YMR234W	RNH1	0.074	0.372	0.198
YBR030W		0.074	0.368	0.200
YDL043C	PRP11	0.074	0.687	0.107
YBL014C	RRN6	0.074	0.339	0.217
YPL202C	AFT2	0.074	0.476	0.155
YMR172W	HOT1	0.074	0.410	0.180
YER018C	SPC25	0.074	0.221	0.333
YMR070W	MOT3	0.074	0.374	0.197
YDR144C	MKC7	0.074	0.335	0.220
YGL128C	CWC23	0.074	0.377	0.196
YNL186W	UBP10	0.074	0.416	0.178
YNL073W	MSK1	0.074	0.382	0.193
YPL269W	KAR9	0.074	0.359	0.207
YLR011W	LOT6	0.074	0.393	0.188
YBR044C	TCM62	0.074	0.366	0.203
YDL065C	PEX19	0.074	0.411	0.181
YFR041C	ERJ5	0.075	0.247	0.302
YDL074C	BRE1	0.075	0.299	0.249
YPL167C	REV3	0.075	0.424	0.176
YMR044W	IOC4	0.075	0.311	0.240
YNL124W	NAF1	0.075	0.347	0.215
YMR233W	TRI1	0.075	0.325	0.230
YDL073W		0.075	0.372	0.201
YHR204W	MNL1	0.075	0.299	0.251
YHR134W	WSS1	0.075	0.404	0.185
YBL009W	ALK2	0.075	0.343	0.218
YMR124W		0.075	0.396	0.189
YBR276C	PPS1	0.075	0.448	0.167
YJR094C	IME1	0.075	0.326	0.230
YMR211W	DML1	0.075	0.513	0.146
YNL103W	MET4	0.075	0.456	0.165
YJL132W		0.075	0.358	0.210
YIL113W	SDP1	0.075	0.366	0.205
YMR047C	NUP116	0.075	0.430	0.175
YML119W		0.075	0.367	0.205
YDL076C	RXT3	0.075	0.365	0.207
YMR281W	GPI12	0.076	0.326	0.231
YJL137C	GLG2	0.076	0.317	0.239
YKL132C	RMA1	0.076	0.360	0.210
YPL148C	PPT2	0.076	0.391	0.194
YHR015W	MIP6	0.076	0.300	0.252
YJR147W	HMS2	0.076	0.274	0.277
YJR083C	ACF4	0.076	0.334	0.227
YMR247C	RKR1	0.076	0.369	0.205
YLR353W	BUD8	0.076	0.346	0.220
YPR093C	ASR1	0.076	0.270	0.282
YJL176C	SWI3	0.076	0.309	0.247
YGR031W		0.076	0.385	0.198
YDR263C	DIN7	0.076	0.336	0.227
YAL037W		0.076	0.339	0.226
YBR022W	POA1	0.077	0.422	0.181
YLR323C	CWC24	0.077	0.352	0.217
YOL125W	TRM13	0.077	0.440	0.174
YMR014W	BUD22	0.077	0.287	0.267
YAR014C	BUD14	0.077	0.343	0.224
YHL038C	CBP2	0.077	0.466	0.164
YIR024C		0.077	0.299	0.257
YDR350C	ATP22	0.077	0.332	0.232
YLR070C	XYL2	0.077	0.376	0.204
YDR446W	ECM11	0.077	0.298	0.258
YOR127W	RGA1	0.077	0.408	0.189
YGL179C	TOS3	0.077	0.332	0.232
YKR091W	SRL3	0.077	0.291	0.265
YNL224C	SQS1	0.077	0.608	0.127
YMR179W	SPT21	0.077	0.386	0.200
YOR129C		0.077	0.420	0.184
YGR193C	PDX1	0.077	0.213	0.363
YMR213W	CEF1	0.077	0.372	0.208
YMR273C	ZDS1	0.077	0.382	0.203
YGR013W	SNU71	0.077	0.270	0.286
YNL249C	MPA43	0.077	0.420	0.184
YKL005C	BYE1	0.077	0.347	0.223
YDR307W		0.077	0.318	0.244
YDL098C	SNU23	0.078	0.414	0.187
YBR070C	ALG14	0.078	0.312	0.248
YER105C	NUP157	0.078	0.405	0.191
YIL023C	YKE4	0.078	0.359	0.217
YMR029C	FAR8	0.078	0.273	0.286
YHR146W	CRP1	0.078	0.417	0.187
YHR210C		0.078	0.466	0.167
YIR021W	MRS1	0.078	0.298	0.262
YKR095W	MLP1	0.078	0.406	0.192
YDR464W	SPP41	0.078	0.421	0.186
YDR495C	VPS3	0.078	0.367	0.213
YDR165W	TRM82	0.078	0.372	0.210
YGR179C	OKP1	0.078	0.484	0.162
YLR183C	TOS4	0.079	0.422	0.186
YHR067W	HTD2	0.079	0.336	0.233
YGR278W	CWC22	0.079	0.382	0.206
YGL142C	GPI10	0.079	0.375	0.210
YKL052C	ASK1	0.079	0.269	0.292
YOR019W		0.079	0.361	0.218
YOR112W	CEX1	0.079	0.298	0.264
YOR278W	HEM4	0.079	0.496	0.159
YLR381W	CTF3	0.079	0.334	0.237
YDR151C	CTH1	0.079	0.396	0.199
YER063W	THO1	0.079	0.478	0.165
YMR225C	MRPL44	0.079	0.733	0.108
YDL142C	CRD1	0.079	0.330	0.240
YJR099W	YUH1	0.079	0.438	0.181
YML118W	NGL3	0.079	0.437	0.182
YML036W	CGI121	0.080	0.260	0.306
YDR179C	CSN9	0.080	0.255	0.312
YDR240C	SNU56	0.080	0.378	0.211
YOR313C	SPS4	0.080	0.398	0.200
YPR017C	DSS4	0.080	0.427	0.187
YLR194C		0.080	0.312	0.255
YIL031W	ULP2	0.080	0.404	0.198
YPL180W	TCO89	0.080	0.380	0.210
YNL038W	GPI15	0.080	0.562	0.142
YOR069W	VPS5	0.080	0.347	0.231
YDL139C	SCM3	0.080	0.379	0.212
YLR440C	SEC39	0.080	0.362	0.222
YJL098W	SAP185	0.080	0.388	0.207
YKL161C		0.080	0.401	0.200
YBR076W	ECM8	0.080	0.451	0.178
YDR285W	ZIP1	0.080	0.341	0.235
YOR144C	ELG1	0.080	0.394	0.204
YDR288W	NSE3	0.080	0.299	0.269
YIL112W	HOS4	0.080	0.447	0.180
YBR122C	MRPL36	0.081	0.234	0.344
YIR015W	RPR2	0.081	0.475	0.170
YKR006C	MRPL13	0.081	0.268	0.301
YDR057W	YOS9	0.081	0.378	0.213
YPL158C		0.081	0.447	0.180
YJL110C	GZF3	0.081	0.497	0.162
YIL098C	FMC1	0.081	0.315	0.256
YPL144W	POC4	0.081	0.509	0.159
YOR078W	BUD21	0.081	0.352	0.229
YGL243W	TAD1	0.081	0.383	0.211
YOR080W	DIA2	0.081	0.340	0.237
YLL022C	HIF1	0.081	0.294	0.275
YGL005C	COG7	0.081	0.465	0.174
YGR268C	HUA1	0.081	0.266	0.305
YOR336W	KRE5	0.081	0.368	0.220
YHR101C	BIG1	0.081	0.248	0.327
YAL014C	SYN8	0.081	0.170	0.477
YBR074W		0.081	0.398	0.204
YOL088C	MPD2	0.081	0.323	0.251
YLR361C	DCR2	0.081	0.401	0.202
YJL210W	PEX2	0.081	0.397	0.205
YCR033W	SNT1	0.081	0.367	0.222
YGR147C	NAT2	0.081	0.283	0.287
YGL004C	RPN14	0.082	0.301	0.271
YDR359C	EAF1	0.082	0.390	0.210
YDR409W	SIZ1	0.082	0.445	0.184
YMR268C	PRP24	0.082	0.385	0.213
YER180C	ISC10	0.082	0.301	0.273
YNR027W	BUD17	0.082	0.360	0.228
YGR081C	SLX9	0.082	0.318	0.259
YLR221C	RSA3	0.082	0.292	0.282
YGL247W	BRR6	0.082	0.467	0.176
YOR216C	RUD3	0.082	0.285	0.288
YIL077C		0.082	0.325	0.253
YBR168W	PEX32	0.082	0.379	0.217
YOR040W	GLO4	0.082	0.429	0.192
YKR090W	PXL1	0.083	0.359	0.230
YCL049C		0.083	0.295	0.280
YJL049W		0.083	0.399	0.207
YOR266W	PNT1	0.083	0.349	0.237
YNL093W	YPT53	0.083	0.399	0.208
YDL088C	ASM4	0.083	0.404	0.205
YPL230W		0.083	0.349	0.237
YPL105C		0.083	0.458	0.181
YGR206W	MVB12	0.083	0.189	0.439
YEL066W	HPA3	0.083	0.305	0.272
YBR231C	SWC5	0.083	0.402	0.207
YDR118W	APC4	0.083	0.371	0.224
YPR068C	HOS1	0.083	0.370	0.225
YCR076C		0.083	0.382	0.218
YOL025W	LAG2	0.083	0.366	0.228
YHR126C		0.083	0.413	0.202
YBR271W		0.084	0.316	0.265
YOR031W	CRS5	0.084	0.336	0.249
YDR363W	ESC2	0.084	0.345	0.242
YML101C	CUE4	0.084	0.256	0.327
YBR167C	POP7	0.084	0.424	0.198
YBR131W	CCZ1	0.084	0.373	0.225
YFR039C		0.084	0.374	0.224
YPL027W	SMA1	0.084	0.350	0.240
YHR029C	YHI9	0.084	0.438	0.192
YOR037W	CYC2	0.084	0.326	0.259
YPR115W		0.084	0.454	0.186
YAR002W	NUP60	0.084	0.400	0.210
YDR143C	SAN1	0.084	0.365	0.231
YNL118C	DCP2	0.085	0.372	0.227
YPL248C	GAL4	0.085	0.401	0.211
YJL170C	ASG7	0.085	0.203	0.417
YDR109C		0.085	0.443	0.191
YCR066W	RAD18	0.085	0.367	0.231
YDR103W	STE5	0.085	0.408	0.208
YPL166W	ATG29	0.085	0.366	0.232
YDR416W	SYF1	0.085	0.363	0.234
YNR059W	MNT4	0.085	0.293	0.289
YDL044C	MTF2	0.085	0.314	0.271
YCR016W		0.085	0.468	0.182
YMR185W		0.085	0.338	0.252
YLR445W		0.085	0.367	0.232
YMR282C	AEP2	0.085	0.371	0.230
YOR149C	SMP3	0.085	0.371	0.230
YDL214C	PRR2	0.085	0.328	0.260
YPL149W	ATG5	0.085	0.422	0.202
YLR154C	RNH203	0.086	0.366	0.234
YHR127W		0.086	0.612	0.140
YLR165C	PUS5	0.086	0.543	0.158
YDL107W	MSS2	0.086	0.396	0.216
YKL074C	MUD2	0.086	0.385	0.222
YMR154C	RIM13	0.086	0.394	0.218
YIL005W	EPS1	0.086	0.286	0.300
YLL060C	GTT2	0.086	0.457	0.188
YDL169C	UGX2	0.086	0.355	0.241
YPL099C	FMP14	0.086	0.410	0.209
YGR091W	PRP31	0.086	0.375	0.229
YHR004C	NEM1	0.086	0.610	0.141
YPR063C		0.086	0.425	0.203
YDR358W	GGA1	0.086	0.336	0.257
YCR014C	POL4	0.086	0.323	0.267
YDL239C	ADY3	0.086	0.368	0.234
YLR312C	QNQ1	0.086	0.290	0.297
YDR206W	EBS1	0.086	0.360	0.240
YBL013W	FMT1	0.087	0.366	0.237
YLL003W	SFI1	0.087	0.355	0.244
YJL061W	NUP82	0.087	0.359	0.242
YBR098W	MMS4	0.087	0.348	0.250
YIL117C	PRM5	0.087	0.483	0.180
YNL008C	ASI3	0.087	0.338	0.258
YGR117C		0.087	0.353	0.248
YCL024W	KCC4	0.087	0.420	0.208
YMR294W	JNM1	0.087	0.447	0.196
YOR258W	HNT3	0.088	0.476	0.184
YKL208W	CBT1	0.088	0.377	0.232
YDL058W	USO1	0.088	0.387	0.226
YLR219W	MSC3	0.088	0.335	0.261
YGL075C	MPS2	0.088	0.378	0.232
YOR349W	CIN1	0.088	0.372	0.236
YJR030C		0.088	0.337	0.260
YOL053W		0.088	0.285	0.308
YMR269W	TMA23	0.088	0.382	0.230
YML109W	ZDS2	0.088	0.343	0.256
YOR148C	SPP2	0.088	0.387	0.227
YMR060C	SAM37	0.088	0.311	0.282
YER011W	TIR1	0.088	0.392	0.224
YMR316W	DIA1	0.088	0.318	0.277
YBR172C	SMY2	0.088	0.432	0.204
YDR315C	IPK1	0.088	0.326	0.270
YKL195W	MIA40	0.089	0.289	0.306
YGR150C		0.089	0.344	0.257
YKL068W	NUP100	0.089	0.383	0.231
YER104W	RTT105	0.089	0.334	0.265
YDR147W	EKI1	0.089	0.409	0.217
YOR238W		0.089	0.316	0.281
YFR043C	IRC6	0.089	0.337	0.263
YDR439W	LRS4	0.089	0.321	0.277
YLR320W	MMS22	0.089	0.360	0.247
YPR143W	RRP15	0.089	0.338	0.263
YOR385W		0.089	0.374	0.238
YMR153W	NUP53	0.089	0.325	0.275
YNL078W	NIS1	0.089	0.540	0.165
YMR026C	PEX12	0.089	0.347	0.258
YKR075C		0.089	0.376	0.238
YCL002C		0.089	0.465	0.192
YPR018W	RLF2	0.090	0.363	0.247
YER030W	CHZ1	0.090	0.231	0.388
YDR113C	PDS1	0.090	0.379	0.236
YGL111W	NSA1	0.090	0.340	0.264
YPL164C	MLH3	0.090	0.388	0.231
YDL189W	RBS1	0.090	0.295	0.305
YHR209W	CRG1	0.090	0.378	0.238
YGL223C	COG1	0.090	0.338	0.265
YER038C	KRE29	0.090	0.395	0.228
YDR198C	RKM2	0.090	0.264	0.341
YOL086W-A		0.090	0.312	0.289
YJR041C	URB2	0.090	0.337	0.268
YDR181C	SAS4	0.090	0.338	0.267
YMR066W	SOV1	0.090	0.348	0.260
YNL233W	BNI4	0.091	0.407	0.223
YOL144W	NOP8	0.091	0.424	0.214
YOR064C	YNG1	0.091	0.364	0.249
YBR258C	SHG1	0.091	0.373	0.243
YLR091W		0.091	0.322	0.282
YMR240C	CUS1	0.091	0.399	0.228
YOR213C	SAS5	0.091	0.347	0.263
YLR329W	REC102	0.091	0.346	0.264
YGL170C	SPO74	0.091	0.334	0.273
YPL201C	YIG1	0.092	0.396	0.231
YDL005C	MED2	0.092	0.326	0.281
YNR022C	MRPL50	0.092	0.257	0.356
YDR501W	PLM2	0.092	0.355	0.258
YLR035C	MLH2	0.092	0.247	0.373
YPL017C	IRC15	0.092	0.386	0.238
YEL016C	NPP2	0.092	0.223	0.412
YFR033C	QCR6	0.092	0.157	0.586
YHL035C	VMR1	0.092	0.403	0.229
YKR036C	CAF4	0.092	0.420	0.220
YIL169C		0.092	0.538	0.172
YGR099W	TEL2	0.093	0.356	0.260
YLL036C	PRP19	0.093	0.350	0.265
YOR233W	KIN4	0.093	0.549	0.169
YAL020C	ATS1	0.093	0.374	0.248
YGL131C	SNT2	0.093	0.435	0.213
YDR281C	PHM6	0.093	0.434	0.214
YDR018C		0.093	0.274	0.339
YBL052C	SAS3	0.093	0.395	0.236
YDR265W	PEX10	0.093	0.291	0.320
YPR152C	URN1	0.093	0.356	0.262
YLR013W	GAT3	0.093	0.337	0.277
YBR050C	REG2	0.094	0.326	0.287
YJR021C	REC107	0.094	0.322	0.291
YHR156C	LIN1	0.094	0.429	0.219
YIL152W		0.094	0.339	0.277
YDR138W	HPR1	0.094	0.414	0.227
YAL055W	PEX22	0.094	0.574	0.164
YOR107W	RGS2	0.094	0.442	0.213
YCL014W	BUD3	0.094	0.363	0.260
YGR071C		0.094	0.424	0.222
YDL220C	CDC13	0.094	0.329	0.287
YJL013C	MAD3	0.094	0.466	0.203
YDR336W		0.094	0.275	0.344
YKR004C	ECM9	0.094	0.439	0.215
YER041W	YEN1	0.095	0.389	0.243
YDR159W	SAC3	0.095	0.446	0.212
YPL083C	SEN54	0.095	0.404	0.235
YPL156C	PRM4	0.095	0.370	0.256
YML107C	PML39	0.095	0.304	0.312
YBR278W	DPB3	0.095	0.364	0.261
YLL042C	ATG10	0.095	0.303	0.314
YGR196C	FYV8	0.095	0.454	0.210
YNL148C	ALF1	0.095	0.347	0.274
YNL050C		0.095	0.119	0.803
YJL023C	PET130	0.096	0.325	0.295
YHR177W		0.096	0.396	0.242
YPL249C	GYP5	0.096	0.284	0.338
YJR122W	CAF17	0.096	0.342	0.281
YLR315W	NKP2	0.096	0.315	0.305
YOR057W	SGT1	0.096	0.383	0.251
YDR279W	RNH202	0.096	0.369	0.261
YDR480W	DIG2	0.096	0.263	0.367
YNL214W	PEX17	0.097	0.366	0.264
YLR442C	SIR3	0.097	0.390	0.248
YBL074C	AAR2	0.097	0.309	0.314
YNL260C		0.097	0.495	0.196
YBR223C	TDP1	0.098	0.441	0.221
YLR135W	SLX4	0.098	0.321	0.304
YMR163C	INP2	0.098	0.380	0.257
YPL021W	ECM23	0.098	0.520	0.188
YGL060W	YBP2	0.098	0.356	0.275
YER033C	ZRG8	0.098	0.493	0.199
YGR288W	MAL13	0.098	0.741	0.133
YAL058W	CNE1	0.098	0.302	0.325
YML071C	COG8	0.099	0.414	0.238
YKL108W	SLD2	0.099	0.480	0.206
YJL162C	JJJ2	0.099	0.397	0.249
YML053C		0.099	0.366	0.270
YDR217C	RAD9	0.099	0.423	0.234
YNL136W	EAF7	0.099	0.370	0.267
YDR485C	VPS72	0.099	0.402	0.246
YMR025W	CSI1	0.099	0.450	0.220
YDL069C	CBS1	0.099	0.309	0.321
YPR078C		0.100	0.349	0.285
YGR212W	SLI1	0.100	0.370	0.270
YMR209C		0.100	0.375	0.267
YMR048W	CSM3	0.101	0.401	0.251
YLR424W	SPP382	0.101	0.356	0.283
YML005W	TRM12	0.101	0.457	0.222
YDR282C		0.101	0.307	0.330
YOR179C	SYC1	0.102	0.387	0.263
YDL089W		0.102	0.332	0.307
YBR215W	HPC2	0.103	0.366	0.281
YLR385C	SWC7	0.103	0.350	0.293
YBR182C	SMP1	0.103	0.394	0.261
YNL187W		0.103	0.361	0.286
YJR039W		0.103	0.376	0.275
YJR012C		0.103	0.288	0.359
YGR222W	PET54	0.104	0.290	0.356
YOL082W	ATG19	0.104	0.237	0.437
YGL093W	SPC105	0.104	0.402	0.258
YDR068W	DOS2	0.104	0.308	0.337
YCL061C	MRC1	0.104	0.482	0.215
YHR083W	SAM35	0.104	0.232	0.448
YGL159W		0.104	0.317	0.328
YGR030C	POP6	0.105	0.327	0.319
YGR001C	AML1	0.105	0.722	0.145
YOR255W	OSW1	0.105	0.435	0.241
YOR295W	UAF30	0.105	0.311	0.337
YCR018C	SRD1	0.105	0.458	0.229
YLL021W	SPA2	0.106	0.384	0.275
YOR350C	MNE1	0.106	0.285	0.371
YDR478W	SNM1	0.106	0.375	0.283
YMR147W		0.106	0.299	0.355
YFR046C	CNN1	0.106	0.318	0.334
YKL055C	OAR1	0.106	0.411	0.259
YGR239C	PEX21	0.106	0.354	0.301
YBR275C	RIF1	0.107	0.431	0.247
YBR186W	PCH2	0.107	0.461	0.231
YHR143W	DSE2	0.107	0.334	0.319
YMR299C	DYN3	0.107	0.353	0.302
YJL020C	BBC1	0.107	0.416	0.257
YOR191W	RIS1	0.107	0.428	0.250
YER032W	FIR1	0.107	0.390	0.275
YJL203W	PRP21	0.107	0.297	0.362
YKL023W		0.108	0.309	0.348
YDR192C	NUP42	0.108	0.352	0.306
YMR192W	GYL1	0.108	0.348	0.310
YKR022C	NTR2	0.108	0.315	0.343
YDR458C	HEH2	0.108	0.461	0.235
YHR109W	CTM1	0.109	0.385	0.282
YDR106W	ARP10	0.109	0.393	0.277
YOR189W	IES4	0.109	0.725	0.151
YDL211C		0.109	0.385	0.284
YLR233C	EST1	0.110	0.330	0.332
YDR506C		0.110	0.259	0.423
YDR221W	GTB1	0.110	0.368	0.298
YMR176W	ECM5	0.110	0.384	0.286
YPR158W		0.110	0.455	0.241
YDR515W	SLF1	0.110	0.314	0.350
YJR135C	MCM22	0.110	0.297	0.370
YPL064C	CWC27	0.110	0.268	0.409
YGL174W	BUD13	0.110	0.300	0.368
YHL028W	WSC4	0.110	0.356	0.310
YPR171W	BSP1	0.111	0.285	0.388
YGR077C	PEX8	0.111	0.299	0.371
YHR157W	REC104	0.111	0.482	0.230
YMR265C		0.111	0.359	0.309
YMR067C	UBX4	0.111	0.379	0.293
YER007W	PAC2	0.111	0.291	0.382
YOR009W	TIR4	0.111	0.423	0.262
YMR064W	AEP1	0.111	0.436	0.255
YNL158W	PGA1	0.111	0.372	0.299
YDR082W	STN1	0.112	0.420	0.265
YIL149C	MLP2	0.112	0.387	0.288
YMR017W	SPO20	0.112	0.401	0.278
YMR086W		0.112	0.329	0.342
YOL044W	PEX15	0.113	0.356	0.317
YGR035C		0.113	0.345	0.327
YBR033W	EDS1	0.113	0.414	0.273
YBR148W	YSW1	0.113	0.334	0.340
YER071C		0.113	0.304	0.373
YGL158W	RCK1	0.113	0.400	0.284
YNL254C		0.114	0.297	0.382
YGR142W	BTN2	0.114	0.578	0.196
YDR320C	SWA2	0.114	0.419	0.271
YMR059W	SEN15	0.114	0.271	0.420
YOR264W	DSE3	0.114	0.453	0.251
YDR014W	RAD61	0.114	0.391	0.292
YPR085C		0.115	0.421	0.273
YMR191W	SPG5	0.116	0.363	0.319
YGL057C		0.116	0.463	0.251
YNL188W	KAR1	0.116	0.362	0.321
YHR153C	SPO16	0.117	0.303	0.384
YLR010C	TEN1	0.118	0.264	0.446
YPL085W	SEC16	0.118	0.428	0.275
YKR015C		0.118	0.364	0.323
YFL023W	BUD27	0.118	0.351	0.335
YOR076C	SKI7	0.118	0.345	0.342
YGR238C	KEL2	0.118	0.439	0.269
YGL090W	LIF1	0.119	0.363	0.326
YPL072W	UBP16	0.119	0.495	0.239
YIL115C	NUP159	0.119	0.445	0.266
YER116C	SLX8	0.119	0.393	0.302
YBR119W	MUD1	0.119	0.349	0.340
YLR273C	PIG1	0.119	0.400	0.298
YHL009C	YAP3	0.119	0.402	0.296
YNL133C	FYV6	0.119	0.436	0.273
YOL083W		0.120	0.510	0.235
YKR041W		0.120	0.427	0.281
YGL257C	MNT2	0.121	0.493	0.245
YDR469W	SDC1	0.122	0.201	0.605
YOL104C	NDJ1	0.122	0.344	0.355
YJR141W		0.123	0.229	0.538
YLR046C		0.123	0.370	0.333
YJR092W	BUD4	0.124	0.408	0.303
YDR014W-A	HED1	0.124	0.366	0.338
YER106W	MAM1	0.125	0.331	0.377
YHR035W		0.125	0.352	0.355
YOR284W	HUA2	0.125	0.335	0.373
YPL068C		0.125	0.383	0.326
YMR174C	PAI3	0.125	0.521	0.240
YGR044C	RME1	0.125	0.321	0.390
YDR085C	AFR1	0.125	0.314	0.399
YGR041W	BUD9	0.127	0.382	0.333
YKL050C		0.127	0.449	0.283
YIL037C	PRM2	0.128	0.351	0.364
YPL193W	RSA1	0.128	0.428	0.299
YBR108W		0.128	0.409	0.313
YNR028W	CPR8	0.129	0.432	0.299
YOL024W		0.130	0.345	0.375
YGR014W	MSB2	0.130	0.339	0.383
YOR166C	SWT1	0.131	0.404	0.323
YPL174C	NIP100	0.131	0.355	0.368
YGL081W		0.131	0.368	0.355
YLR330W	CHS5	0.132	0.456	0.289
YPL186C	UIP4	0.132	0.383	0.344
YIL161W		0.132	0.284	0.466
YOL017W	ESC8	0.132	0.318	0.417
YNL196C	SLZ1	0.133	0.446	0.297
YDR066C		0.133	0.433	0.307
YNL166C	BNI5	0.133	0.397	0.335
YKR058W	GLG1	0.133	0.380	0.351
YEL025C		0.135	0.360	0.377
YNL173C	MDG1	0.137	0.400	0.342
YGL249W	ZIP2	0.137	0.354	0.387
YLL049W	LDB18	0.138	0.322	0.428
YDL099W	BUG1	0.138	0.319	0.433
YGL254W	FZF1	0.139	0.548	0.253
YER045C	ACA1	0.139	0.355	0.392
YJL181W		0.139	0.360	0.386
YGL176C		0.141	0.371	0.379
YHR136C	SPL2	0.141	0.388	0.363
YOL015W	IRC10	0.141	0.449	0.315
YPL241C	CIN2	0.141	0.540	0.262
YKR101W	SIR1	0.143	0.463	0.308
YOR308C	SNU66	0.145	0.459	0.315
YDR042C		0.145	0.256	0.566
YOR098C	NUP1	0.145	0.390	0.372
YGL032C	AGA2	0.146	0.426	0.343
YPR134W	MSS18	0.147	0.401	0.368
YJR089W	BIR1	0.147	0.402	0.367
YGR221C	TOS2	0.148	0.385	0.383
YLR453C	RIF2	0.148	0.418	0.353
YJR004C	SAG1	0.149	0.344	0.432
YGL166W	CUP2	0.151	0.386	0.390
YNL210W	MER1	0.151	0.364	0.416
YDR223W	CRF1	0.153	0.394	0.389
YBR194W	SOY1	0.154	0.602	0.255
YDR273W	DON1	0.154	0.379	0.406
YIR003W		0.157	0.323	0.487
YMR180C	CTL1	0.161	0.383	0.420
YER180C-A	SLO1	0.161	0.375	0.429
YPL200W	CSM4	0.162	0.334	0.487
YCR067C	SED4	0.164	0.475	0.346
YKR005C		0.164	0.491	0.335
YLR265C	NEJ1	0.165	0.525	0.315
YDR369C	XRS2	0.167	0.386	0.431
YER028C	MIG3	0.167	0.311	0.538
YKL105C		0.168	0.429	0.391
YMR133W	REC114	0.169	0.382	0.444
YMR003W		0.171	0.297	0.576
YPL216W		0.172	0.415	0.415
YHR160C	PEX18	0.173	0.395	0.437
YDR420W	HKR1	0.174	0.372	0.469
YOL014W		0.176	0.496	0.355
YLR204W	QRI5	0.178	0.783	0.227
YLR271W		0.178	0.390	0.456
YGR230W	BNS1	0.180	0.327	0.551
YBR152W	SPP381	0.181	0.363	0.499
YDR163W	CWC15	0.184	0.223	0.824
YGL230C		0.184	0.462	0.398
YLR125W		0.185	0.397	0.466
YDR139C	RUB1	0.186	0.997	0.187
YLR313C	SPH1	0.191	0.329	0.581
YEL035C	UTR5	0.210	0.281	0.750
YIL092W		0.215	0.363	0.591
YJR108W	ABM1	0.216	0.717	0.301
YMR219W	ESC1	0.221	0.390	0.566
YKR092C	SRP40	0.221	0.575	0.385
YPL192C	PRM3	0.226	0.306	0.739
YDL037C	BSC1	0.239	0.919	0.259
YFR016C		0.256	0.408	0.627
YMR317W		0.277	0.378	0.732
YJR151C	DAN4	0.286	0.502	0.571
YGL053W	PRM8	0.288	0.447	0.644
YBL044W		0.302	0.309	0.975
YJR055W	HIT1	0.306	0.696	0.440
YLR036C		0.332	0.550	0.603
YGR035W-A		0.692	1.272	0.544
YLL050C	COF1	0.948	3.163	0.300
YCL012C		1.084	1.717	0.632
YPR187W	RPO26	1.391	3.343	0.416
YER053C	PIC2	2.355	2.580	0.913
YER052C	HOM3	4.277	1.485	2.879
YER051W	JHD1	4.324	1.227	3.523
